n_drones,survivors,n_trials,survival_rate,mean_drones_lost,mean_miss_distance,ci_low,ci_high,ci_halfwidth_pts
0,8,60,0.13333333333333333,0.0,6.3412208832720644e-06,0.06914026978309641,0.24165394590072103,8.625683805881232
1,60,60,1.0,0.6666666666666666,6.287959521999085,0.9398260695220669,0.9999999999999999,3.008696523896648
2,60,60,1.0,0.65,6.354678216739933,0.9398260695220669,0.9999999999999999,3.008696523896648
3,60,60,1.0,0.8166666666666667,6.599325229639036,0.9398260695220669,0.9999999999999999,3.008696523896648
4,60,60,1.0,0.7833333333333333,6.587008348082909,0.9398260695220669,0.9999999999999999,3.008696523896648
6,60,60,1.0,0.6333333333333333,6.7953812078950335,0.9398260695220669,0.9999999999999999,3.008696523896648
8,60,60,1.0,0.7666666666666667,6.634273281463124,0.9398260695220669,0.9999999999999999,3.008696523896648
