n_drones,trial,offset_deg,mothership_survived,n_drones_lost,time_to_resolution,min_miss_distance,sam_outcome,sam_victim
6,42,-7.648085286046786,True,1,18.450000000000127,7.808023568007621,kill,drone_0
6,43,4.398014936395445,True,1,18.400000000000126,6.783661550632457,kill,drone_0
6,44,-4.759715865250811,True,1,18.450000000000127,6.293854960865768,kill,drone_0
6,45,-15.745570493433899,True,1,18.500000000000128,7.635830441823039,kill,drone_1
6,46,4.160727840750599,True,1,18.400000000000126,7.766637487586271,kill,drone_0
6,47,-23.560861775265675,True,0,18.55000000000013,7.556289909875554,miss,
6,48,-0.024824731937140854,True,1,18.400000000000126,6.584488807733493,kill,drone_0
6,49,16.68934097977082,True,0,18.450000000000127,4.953717786957407,miss,
6,50,24.878054079620853,True,1,18.500000000000128,6.110905196175311,kill,drone_0
6,51,-1.2889869166999084,True,1,18.400000000000126,7.4974678146880285,kill,drone_0
6,52,20.219250262279893,True,0,18.450000000000127,6.946556591248709,miss,
6,53,1.6673343693919807,True,0,18.400000000000126,6.200788998727022,miss,
6,54,-7.221857357029748,True,1,18.450000000000127,7.117199299278825,kill,drone_0
6,55,7.951043632536461,True,1,18.400000000000126,6.909818667183495,kill,drone_0
6,56,3.1309620806200265,True,0,18.400000000000126,7.286658664329132,miss,
6,57,-22.798014333540483,True,1,18.55000000000013,7.421795569893677,kill,drone_1
6,58,0.10778224324763386,True,1,18.400000000000126,7.403095244241272,kill,drone_0
6,59,-23.866309612520965,True,0,18.55000000000013,5.4336028292324645,miss,
8,0,-9.760656493450636,True,1,18.500000000000128,8.671122516653144,kill,drone_1
8,1,-12.27383836183824,True,1,18.500000000000128,6.5230741300272,kill,drone_1
8,2,-20.771343909155917,True,1,18.55000000000013,7.077720615987312,kill,drone_1
8,3,24.12737360345325,True,0,18.500000000000128,4.860826934869224,miss,
8,4,13.972216072199778,True,1,18.400000000000126,6.264358313729992,kill,drone_0
8,5,-14.904433817223461,True,1,18.500000000000128,7.65835316314775,kill,drone_1
8,6,5.886177235168784,True,1,18.400000000000126,6.488418112427632,kill,drone_0
8,7,-14.63936738430688,True,0,18.500000000000128,7.209625400025918,miss,
8,8,-10.89681394385389,True,1,18.500000000000128,6.796836248951416,kill,drone_1
8,9,-0.8859007881998515,True,1,18.400000000000126,7.6039128295061476,kill,drone_0
8,10,-15.068620302978747,True,0,18.500000000000128,6.494429088684291,miss,
8,11,22.653730255710904,True,1,18.450000000000127,5.814992968861269,kill,drone_0
8,12,10.30522023432951,True,0,18.400000000000126,5.591548541179915,miss,
8,13,15.475173517521418,True,1,18.400000000000126,4.783759308654968,kill,drone_0
8,14,-11.5571056866983,True,1,18.500000000000128,7.582104794859333,kill,drone_1
8,15,-10.581482126963094,True,1,18.500000000000128,7.821373900635456,kill,drone_1
8,16,-0.42570409818122457,True,1,18.400000000000126,7.198673545265261,kill,drone_0
8,17,7.5972940187387366,True,1,18.400000000000126,7.218197737198396,kill,drone_0
8,18,20.695434022011774,True,0,18.450000000000127,5.784706615020778,miss,
8,19,-14.216470541236404,True,1,18.500000000000128,6.494676923916143,kill,drone_1
8,20,-15.268641054208556,True,1,18.500000000000128,6.741640221963772,kill,drone_1
8,21,-7.814848295834783,True,1,18.450000000000127,7.522811778198764,kill,drone_0
8,22,6.230719003127017,True,0,18.400000000000126,7.18005888124563,miss,
8,23,-15.276976168838745,True,1,18.500000000000128,6.76765397797843,kill,drone_1
8,24,24.39118818942609,True,1,18.500000000000128,6.372897365305164,kill,drone_0
8,25,3.9628694903264865,True,1,18.400000000000126,7.093302615013529,kill,drone_0
8,26,-11.091070365388923,True,0,18.500000000000128,7.15494139725457,miss,
8,27,-14.721143091059245,True,1,18.500000000000128,7.274950944309641,kill,drone_1
8,28,16.87518274497115,True,0,18.450000000000127,7.821842341823543,miss,
8,29,18.774385909667743,True,1,18.450000000000127,6.416706003550091,kill,drone_0
8,30,22.561795842293908,True,1,18.450000000000127,5.775737564292772,kill,drone_0
8,31,-7.148073332080379,True,0,18.450000000000127,6.937843031196496,miss,
8,32,-7.08989507584203,True,1,18.450000000000127,7.620307965426388,kill,drone_0
8,33,1.2109178863420347,True,1,18.400000000000126,7.089284654896648,kill,drone_0
8,34,0.49898875879011945,True,1,18.400000000000126,6.219972449591763,kill,drone_0
8,35,-1.5601379457297782,True,1,18.400000000000126,6.313395417012013,kill,drone_0
8,36,-18.74889573188938,True,1,18.55000000000013,5.052894498119428,kill,drone_1
8,37,19.24123970329166,True,1,18.450000000000127,7.049691599630459,kill,drone_0
8,38,20.4885637086236,True,1,18.450000000000127,5.122828340944805,kill,drone_0
8,39,-2.9738337393160776,True,1,18.400000000000126,6.579432788147828,kill,drone_0
8,40,16.726329503015833,True,1,18.450000000000127,4.858420466226628,kill,drone_0
8,41,-8.731578565977998,True,1,18.450000000000127,6.83379832413849,kill,drone_0
8,42,-6.21377453838015,True,0,18.450000000000127,6.860636349692323,miss,
8,43,16.27136906506744,True,0,18.450000000000127,5.47082126655327,miss,
8,44,-22.08720271752307,True,1,18.55000000000013,7.576926358116129,kill,drone_1
8,45,-12.86586646648124,True,1,18.500000000000128,6.5140593506677,kill,drone_1
8,46,5.410419819159635,True,1,18.400000000000126,6.722192505057781,kill,drone_0
8,47,-3.320808474787256,True,1,18.400000000000126,6.524530244023615,kill,drone_0
8,48,-20.923479951446232,True,0,18.55000000000013,5.687391021402785,miss,
8,49,23.699122194145815,True,1,18.500000000000128,5.471162439525624,kill,drone_0
8,50,-13.702826314254912,True,1,18.500000000000128,6.90424033146826,kill,drone_1
8,51,0.8045335760372261,True,0,18.400000000000126,6.427655585853064,miss,
8,52,-8.294485557065322,True,1,18.450000000000127,7.4683771969791435,kill,drone_0
8,53,12.809006964547706,True,1,18.400000000000126,7.0482545649343775,kill,drone_0
8,54,-13.822768176960171,True,0,18.500000000000128,7.449268054993136,miss,
8,55,5.454051277651352,True,1,18.400000000000126,6.394162033452667,kill,drone_0
8,56,12.908483835196009,True,1,18.400000000000126,6.3012864752677995,kill,drone_0
8,57,-1.0357079334510573,True,1,18.400000000000126,6.781974133960112,kill,drone_0
8,58,-19.64034352115739,True,1,18.55000000000013,5.336487114190867,kill,drone_1
8,59,-3.7471783704550456,True,1,18.400000000000126,7.377847545780425,kill,drone_0
