n_drones,trial,offset_deg,mothership_survived,n_drones_lost,time_to_resolution,min_miss_distance,sam_outcome,sam_victim
3,24,-8.237205687671484,True,1,18.450000000000127,7.147039600463666,kill,drone_0
3,25,4.564533343863342,True,1,18.400000000000126,7.337271763335595,kill,drone_0
3,26,-11.368729713940839,True,1,18.500000000000128,7.341119549667045,kill,drone_1
3,27,11.594058112238372,True,1,18.400000000000126,7.031906634686466,kill,drone_0
3,28,23.853013086881333,True,0,18.500000000000128,4.620164432473269,miss,
3,29,19.644452270560198,True,0,18.450000000000127,5.164558888677051,miss,
3,30,10.558493563979603,True,1,18.400000000000126,6.86973403753836,kill,drone_0
3,31,-19.92631807488871,True,1,18.55000000000013,8.290062400201027,kill,drone_1
3,32,-4.801369101846813,True,1,18.400000000000126,7.065234438188539,kill,drone_0
3,33,-0.11104136507175255,True,1,18.400000000000126,6.820294343583335,kill,drone_0
3,34,7.045232233118121,True,1,18.400000000000126,7.304103199544743,kill,drone_0
3,35,19.591428294342727,True,1,18.450000000000127,5.690892451956744,kill,drone_0
3,36,23.80942207291497,True,1,18.500000000000128,4.264222483210844,kill,drone_0
3,37,-24.83650216121657,True,0,18.60000000000013,4.91539678011361,miss,
3,38,6.460918970021222,True,1,18.400000000000126,6.503447021405079,kill,drone_0
3,39,3.5175376167753463,True,1,18.400000000000126,6.092203921289638,kill,drone_0
3,40,-9.052093540209489,True,1,18.450000000000127,6.782364767550998,kill,drone_0
3,41,-6.093497454280435,True,1,18.450000000000127,8.468560487418662,kill,drone_0
3,42,12.295173718263328,True,1,18.400000000000126,6.8820218161496705,kill,drone_0
3,43,-11.82741192649645,True,0,18.500000000000128,8.099174122979157,miss,
3,44,24.448903642929174,True,1,18.500000000000128,5.871469151638932,kill,drone_0
3,45,6.289872909223181,True,1,18.400000000000126,6.88169021498894,kill,drone_0
3,46,-20.164000006716606,True,0,18.55000000000013,7.270827725825517,miss,
3,47,-20.593081964515896,True,1,18.55000000000013,5.632105365758365,kill,drone_1
3,48,3.2364759747214578,True,1,18.400000000000126,6.585817945305101,kill,drone_0
3,49,-22.58167308131228,True,1,18.55000000000013,6.569135477578018,kill,drone_1
3,50,-24.814824090626647,True,1,18.60000000000013,5.261445143603923,kill,drone_1
3,51,-5.065516050631796,True,1,18.450000000000127,5.791754953846835,kill,drone_0
3,52,5.536544485646978,True,0,18.400000000000126,6.770853665465558,miss,
3,53,-7.300480423525592,True,1,18.450000000000127,6.858824096243205,kill,drone_0
3,54,-2.3359070714110644,True,1,18.400000000000126,7.099142440559271,kill,drone_0
3,55,-18.522284570931653,True,1,18.55000000000013,5.6450170139871,kill,drone_1
3,56,11.78580810983079,True,0,18.400000000000126,6.6923811234257755,miss,
3,57,-19.916361451597187,True,1,18.55000000000013,7.518355380906604,kill,drone_1
3,58,24.518100302888833,True,0,18.500000000000128,4.355653336548105,miss,
3,59,13.3702155185305,True,1,18.400000000000126,6.5526438248256955,kill,drone_0
4,0,1.9510286387365028,True,0,18.400000000000126,7.553113173462805,miss,
4,1,-4.111227707931686,True,1,18.400000000000126,8.03452177298573,kill,drone_0
4,2,-19.918019257536713,True,0,18.55000000000013,7.717787727154953,miss,
4,3,-2.9399985088455054,True,1,18.400000000000126,7.364281680117098,kill,drone_0
4,4,-2.116905944737859,True,1,18.400000000000126,6.9357707356623335,kill,drone_0
4,5,-15.721068140054674,True,1,18.500000000000128,7.171968551843314,kill,drone_1
4,6,16.21486875919586,True,1,18.400000000000126,5.2140358117173555,kill,drone_0
4,7,2.6996376654347856,True,1,18.400000000000126,7.594835007971026,kill,drone_0
4,8,-22.386829147990888,True,0,18.55000000000013,6.6067718055407,miss,
4,9,-7.930857820452996,True,0,18.450000000000127,7.948922609950883,miss,
4,10,-3.1228354640718656,True,1,18.400000000000126,6.694774469664783,kill,drone_0
4,11,22.325673016414527,True,1,18.450000000000127,5.486855012467133,kill,drone_0
4,12,-2.402666246436251,True,0,18.400000000000126,7.390521175042997,miss,
4,13,-11.415893725268218,True,1,18.500000000000128,7.19284727655356,kill,drone_1
4,14,-16.90130345935517,True,1,18.500000000000128,5.720682458107786,kill,drone_1
4,15,7.653363668692322,True,1,18.400000000000126,6.758006909846982,kill,drone_0
4,16,20.957586234954626,True,1,18.450000000000127,5.650109743123718,kill,drone_0
4,17,14.559920935324394,True,0,18.400000000000126,7.05020971201205,miss,
4,18,-24.55527030455911,True,1,18.55000000000013,5.855992545951236,kill,drone_1
4,19,4.695761067179365,True,1,18.400000000000126,6.5971177387091124,kill,drone_0
4,20,14.949405709452739,True,0,18.400000000000126,6.183744634468083,miss,
4,21,-15.159162530683137,True,1,18.500000000000128,6.90795278706061,kill,drone_1
4,22,-4.552180879771093,True,1,18.400000000000126,7.439677484575044,kill,drone_0
4,23,19.26220091394474,True,1,18.450000000000127,6.714804067989205,kill,drone_0
4,24,-14.509065581324235,True,1,18.500000000000128,6.446362849336327,kill,drone_1
4,25,-19.6656606361841,True,1,18.55000000000013,5.693346325915342,kill,drone_1
4,26,-21.66062494242189,True,1,18.55000000000013,5.800827843513416,kill,drone_1
4,27,-12.064071052412478,True,1,18.500000000000128,7.226566073247273,kill,drone_1
4,28,-0.5739087218276033,True,1,18.400000000000126,7.4905196747593505,kill,drone_0
4,29,-23.633277752959504,True,0,18.55000000000013,5.588017697516887,miss,
4,30,4.106572787370421,True,0,18.400000000000126,7.148949274194293,miss,
4,31,-0.11156612276246847,True,0,18.400000000000126,6.631490703146419,miss,
4,32,-9.969242172407771,True,1,18.500000000000128,7.413899583472788,kill,drone_1
4,33,-20.02080205394191,True,1,18.55000000000013,6.446504797422221,kill,drone_1
4,34,8.871392290354137,True,0,18.400000000000126,7.241154361179622,miss,
4,35,6.834970372585698,True,1,18.400000000000126,6.208061182747191,kill,drone_0
4,36,14.817691040174587,True,1,18.400000000000126,6.249988413083553,kill,drone_0
4,37,-1.3516907513189302,True,1,18.400000000000126,7.972855920203997,kill,drone_0
4,38,16.168510416219966,True,1,18.450000000000127,5.223839917515993,kill,drone_0
4,39,-14.4976952583699,True,1,18.500000000000128,6.954225420586856,kill,drone_1
4,40,-12.325902583672004,True,1,18.500000000000128,6.441870831672242,kill,drone_1
4,41,16.893191061075797,True,1,18.450000000000127,4.942923934008602,kill,drone_0
4,42,-10.465885588567453,True,1,18.500000000000128,7.650240907808321,kill,drone_1
4,43,-19.71442048855355,True,1,18.55000000000013,5.916696066768974,kill,drone_1
4,44,10.020474698130542,True,1,18.400000000000126,8.106586989346406,kill,drone_0
4,45,-10.396822701374003,True,1,18.500000000000128,6.9023095782753074,kill,drone_1
4,46,22.98245876815114,True,1,18.450000000000127,4.897078100476659,kill,drone_0
4,47,24.66880418066291,True,1,18.500000000000128,5.3609637841576605,kill,drone_0
4,48,18.153731307238345,True,1,18.450000000000127,5.571395918831706,kill,drone_0
4,49,23.12621207325372,True,1,18.450000000000127,4.483567268635613,kill,drone_0
4,50,20.446466860777853,True,1,18.450000000000127,5.377316655030118,kill,drone_0
4,51,-14.323227105344,True,1,18.500000000000128,6.828824592485863,kill,drone_1
4,52,-4.8525980575473255,True,1,18.400000000000126,6.4407790678072985,kill,drone_0
4,53,-1.8531535816907976,True,0,18.400000000000126,6.918193819802156,miss,
4,54,-23.64018837446996,True,1,18.55000000000013,5.914405775398022,kill,drone_1
4,55,15.099779092928308,True,1,18.400000000000126,6.651239579649247,kill,drone_0
4,56,5.18343108722873,True,1,18.400000000000126,6.708312227130346,kill,drone_0
4,57,-12.994318236438586,True,1,18.500000000000128,7.027470745168808,kill,drone_1
4,58,24.494443528390622,True,1,18.500000000000128,5.626478894660949,kill,drone_0
4,59,-16.60755934290451,True,0,18.500000000000128,7.931931218040239,miss,
6,0,17.033975520500874,True,1,18.450000000000127,5.013660023263107,kill,drone_0
6,1,-2.2098446148463964,True,1,18.400000000000126,7.702068340455856,kill,drone_0
6,2,-11.147542148610762,True,1,18.500000000000128,7.669293934934009,kill,drone_1
6,3,11.892520047465538,True,1,18.400000000000126,6.296720379617536,kill,drone_0
6,4,-6.338647919207229,True,0,18.450000000000127,8.133889412240022,miss,
6,5,10.933218302718828,True,0,18.400000000000126,6.762015603371877,miss,
6,6,-21.6965680087414,True,1,18.55000000000013,7.197136971093498,kill,drone_1
6,7,-10.871527947579757,True,0,18.500000000000128,6.887586090521116,miss,
6,8,-1.3868247876135946,True,0,18.400000000000126,7.731581641318272,miss,
6,9,2.980180909099328,True,1,18.400000000000126,6.738063057906688,kill,drone_0
6,10,-1.155704213620112,True,0,18.400000000000126,7.649603049416201,miss,
6,11,-11.351139976843438,True,1,18.500000000000128,6.514083156314137,kill,drone_1
6,12,22.785963652146982,True,1,18.450000000000127,5.738622024824043,kill,drone_0
6,13,11.206109192969343,True,1,18.400000000000126,6.369055238642708,kill,drone_0
6,14,-12.390918081235652,True,1,18.500000000000128,7.538316624943423,kill,drone_1
6,15,-6.5121911546149285,True,1,18.450000000000127,7.7179071396723025,kill,drone_0
6,16,5.798208897653919,True,1,18.400000000000126,6.8200257442590075,kill,drone_0
6,17,11.8119976084025,True,1,18.400000000000126,5.079188360883214,kill,drone_0
6,18,-9.122782765182812,True,0,18.450000000000127,6.6603851465336055,miss,
6,19,-14.959677388005737,True,1,18.500000000000128,6.339893266220784,kill,drone_1
6,20,17.6494260951319,True,1,18.450000000000127,6.994406790779564,kill,drone_0
6,21,-6.199209393351644,True,1,18.450000000000127,8.652280211969547,kill,drone_0
6,22,9.206173452903435,True,0,18.400000000000126,6.31435793625316,miss,
6,23,4.03211920960349,True,0,18.400000000000126,6.882864412219695,miss,
6,24,4.17746466474842,True,0,18.400000000000126,6.816647742180492,miss,
6,25,16.22803055198736,True,0,18.400000000000126,6.381681291529705,miss,
6,26,10.145860215749359,True,1,18.400000000000126,6.053827262931037,kill,drone_0
6,27,17.63331965784002,True,1,18.450000000000127,7.089385109448488,kill,drone_0
6,28,0.521397360578618,True,0,18.400000000000126,7.784503647114965,miss,
6,29,-22.725939826312448,True,1,18.55000000000013,6.74710267551538,kill,drone_1
6,30,-23.283894013572777,True,1,18.55000000000013,6.481132922178926,kill,drone_1
6,31,-9.888566833884195,True,1,18.500000000000128,8.381038682915044,kill,drone_1
6,32,8.722011734801768,True,1,18.400000000000126,6.698395948049469,kill,drone_0
6,33,12.713660060308591,True,0,18.400000000000126,7.156691236193224,miss,
6,34,6.657537812476871,True,1,18.400000000000126,5.659774268090287,kill,drone_0
6,35,-3.612622945588732,True,0,18.400000000000126,7.6593868498589766,miss,
6,36,10.567650719006942,True,0,18.400000000000126,5.37784999688505,miss,
6,37,-6.059617523686577,True,1,18.450000000000127,6.60424795346844,kill,drone_0
6,38,22.96112855758932,True,1,18.500000000000128,4.886264796227682,kill,drone_0
6,39,20.037950182922806,True,0,18.450000000000127,5.491945586769861,miss,
6,40,11.072965397219207,True,0,18.400000000000126,7.578654090651886,miss,
6,41,24.401707922514113,True,1,18.500000000000128,5.7609444675601615,kill,drone_0
